,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
1033,Global Wines NV Quinta do Encontro Vinha Maria Bruto Sparkling (Vinho Espumante),Sparkling Blend,Global Wines,Quinta do Encontro Vinha Maria Bruto,,Vinho Espumante,Portugal,12.0,85.0,Roger Voss,@vossroger,"This is a young yeasty and nutty-flavored wine from the Bairrada region, home to many sparkling wines. It is crisp, with some apple fruitiness, and ready to drink. The acidity keeps it in shape.","Vinho Espumante, Portugal",-7.62867,40.49556
1034,Wine with Spirit NV Basta Brut Rosé Sparkling (Vinho Espumante),Portuguese Sparkling,Wine with Spirit,Basta Brut Rosé,,Vinho Espumante,Portugal,20.0,84.0,Roger Voss,@vossroger,"This wine looks and tastes bright pink. It is creamy, not quite dry and soft, although the aftertaste shows some fresh acidity. Crushed strawberry flavors suggest that it will pair well with fruit salad.","Vinho Espumante, Portugal",-7.62867,40.49556
1035,Global Wines NV Cabriz Impar Red (Vinho Licoroso),Portuguese Red,Global Wines,Cabriz Impar,,Vinho Licoroso,Portugal,30.0,93.0,Roger Voss,@vossroger,"This fortified red blend was aged in wood for 20 years. That has taken away fruitiness and, as with an aged Tawny Port, has given the wine flavors of dried prune, spice and old wood aromas. The wine is for sipping and savoring, ready to drink now.","Vinho Licoroso, Portugal",-7.62867,40.49556
1036,Quinta da Alorna NV Abafado 5-years Fernão Pires (Vinho Licoroso),Fernão Pires,Quinta da Alorna,Abafado 5-years,,Vinho Licoroso,Portugal,13.0,88.0,Roger Voss,@vossroger,"The wine has the character of a perfumed Moscatel from Setúbal, but is in fact from Fernão Pires. It has a rich—never heavy—feel to it, flavors of caramel and smokiness from wood aging. Consider this as an apéritif, rather than as a dessert wine.","Vinho Licoroso, Portugal",-7.62867,40.49556
1037,Provam 2014 Contradição Alvarinho (Vinho Verde),Alvarinho,Provam,Contradição,,Vinho Verde,Portugal,20.0,93.0,Roger Voss,@vossroger,"This is a rich, smooth and ripe wine. It has plenty of lemon acidity that contrasts with the mineral texture and the melon and pear fruit flavors. The wine is full, refreshing and also likely to age for a few more months. Best to drink this wine from 2017.","Vinho Verde, Portugal",-8.23726943712506,41.06749979999999
1038,Quinta de Soalheiro 2015 Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro,Reserva,,Vinho Verde,Portugal,40.0,92.0,Roger Voss,@vossroger,"A rich wood-aged wine, this is dense and creamy. With acidity and toast, ripe apples as well as spice, the wine is made to age. Coming from the Alvarinho heartland of Melgaço on Portugal's northern border, the wine has minerality and great intensity. It will be good until at least 2020.","Vinho Verde, Portugal",-8.23726943712506,41.06749979999999
1039,Quinta de Soalheiro 2015 Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro,Reserva,,Vinho Verde,Portugal,40.0,92.0,Roger Voss,@vossroger,"A rich wood-aged wine, this is dense and creamy. With acidity and toast, ripe apples as well as spice, the wine is made to age. Coming from the Alvarinho heartland of Melgaço on Portugal's northern border, the wine has minerality and great intensity. It will be good until at least 2020.","Vinho Verde, Portugal",-8.23726943712506,41.06749979999999
1040,Messias 2007 Triunvirato No 2 Red (Vinho da Mesa),Portuguese Red,Messias,Triunvirato No 2,,Vinho da Mesa,Portugal,28.0,91.0,Roger Voss,@vossroger,"With fruit from three Portuguese regions including Dâo and Douro, this herbal and mint- dominated wine is a blend of Touriga Nacional and Syrah. It has elegance, a touch of spice from wood, sweet juicy damson fruits and a lingering finish.","Vinho da Mesa, Portugal",-7.62867,40.49556
1041,Batič 2007 Valentino Sweet Red Merlot-Cabernet Franc (Vipavska Dolina),Merlot-Cabernet Franc,Batič,Valentino Sweet Red,,Vipavska Dolina,Slovenia,60.0,90.0,Jeff Jenssen,@worldwineguys,"This sweet wine is nut brown in color, with aromas of dried prunes, caramelized pears and raisins. The palate is driven by sweet, dried fruit tones, balanced by bright acidity.","Vipavska Dolina, Slovenia",13.910984,45.882815
1042,Batič 2009 Angel Grande Cuvée Rezerva White (Vipavska Dolina),White Blend,Batič,Angel Grande Cuvée Rezerva,,Vipavska Dolina,Slovenia,35.0,89.0,Jeff Jenssen,@worldwineguys,"This amber colored, orange-style wine has aromas of canned peaches and apricots on the nose, while fresh stone fruits seem to dominate the full bodied palate. The finish is creamy and lingers on.","Vipavska Dolina, Slovenia",13.910984,45.882815
1043,Batič 2010 Cabernet Franc (Vipavska Dolina),Cabernet Franc,Batič,,,Vipavska Dolina,Slovenia,35.0,89.0,Jeff Jenssen,@worldwineguys,"This wine is garnet in color, with aromas of cherry, vanilla, red plum and cassis. Flavors of tart cherry, red raspberry and blackberry drive the palate and lead to a lingering finish.","Vipavska Dolina, Slovenia",13.910984,45.882815
1044,King Family 2015 Orange Viognier (Monticello),Viognier,King Family,Orange,Monticello,Virginia,United States,35.0,92.0,Carrie Dykes,,"Winemaker Matthieu Finot deftly transforms this wine by keeping it on the skins for three weeks with a daily punch-downs, then allowing 100% malolactic fermentation during aging in neutral oak. This orange wine boasts a gorgeous bouquet of fresh apricot, orange blossom and rooibos tea. These aromas transition onto the palate where they taste concentrated and fresh. It's dry, with delicate tannins and a clean finish that lingers and evolves.","Virginia, United States",-78.4927721,37.1232245
1045,Linden 2010 Boisseau Cabernet Sauvignon-Merlot (Virginia),Cabernet Sauvignon-Merlot,Linden,Boisseau,Virginia,Virginia,United States,40.0,92.0,,,"On first sniff, the French oak veneers the underlying brooding scent of black currant preserves. But with patience, the oak integrates to reveal details of incense, cumin seed and cocoa. This blend features a lush mouthfeel, which is bolstered by mighty tannins that act as a crescendo across the palate. It's a bruiser of a wine, yet despite the elevated alcohol it feels balanced and maintains superb finesse. Give it an hour or two in a decanter or several years in a cellar.","Virginia, United States",-78.4927721,37.1232245
1046,Lovingston 2010 Estate Reserve Josie's Knoll Red (Monticello),Red Blend,Lovingston,Estate Reserve Josie's Knoll,Monticello,Virginia,United States,40.0,91.0,,,"Dark and sexy aromas of spiced blackberry, boysenberry and blueberry compote come with details of potpourri, cumin seed and leather. A blend of 90% Merlot, 5% Cabernet Franc and 5% Pinotage, this sports firm tannins that are enveloped in the wine's finessed midpalate flesh. Long and open on the finish, with some warmth.","Virginia, United States",-78.4927721,37.1232245
1047,Boschkloof 2000 Syrah (Vlootenburg),Syrah,Boschkloof,,,Vlootenburg,South Africa,18.0,85.0,,,"Oaken layers make themselves known from nose to finish, with notes of cream, vanilla and cinnamon. The fruit thins out midpalate, revealing bright acidity and insistent tannins. A good pour for an everyday dinner.","Vlootenburg, South Africa",,
1048,Sirena Dunarii 2000 Dulce Riesling (Vânju Mare),Riesling,Sirena Dunarii,Dulce,,Vânju Mare,Romania,320.0,85.0,Susan Kostrzewa,@suskostrzewa,"This collectible botrytis Riesling grown on the banks of the Danube in Romania is very concentrated, with heady flavors of honey, caramel and apricot and a nutty overall character. The finish is crisp and there's some acidity to keep the wine light on the palate. An unusual dessert wine and perhaps not for every wine lover, but definitely worthy of tasting and discussion. Imported by Vidalco International, LLC.","Vânju Mare, Romania",22.8712672,44.4250326
1049,VinArte 2005 Bonvino Domaine Terase Danubiane Sauvignon Blanc (Vânju Mare),Sauvignon Blanc,VinArte,Bonvino Domaine Terase Danubiane,,Vânju Mare,Romania,12.0,84.0,Susan Kostrzewa,@suskostrzewa,"With fresh, grassy aromas and flavors and a subtle character on the palate, this friendly white is simple but enjoyable. Pair with grilled seafood or spicy Asian cuisine.","Vânju Mare, Romania",22.8712672,44.4250326
1050,Emmerich Knoll 2014 Ried Kellerberg Smaragd Riesling (Wachau),Riesling,Emmerich Knoll,Ried Kellerberg Smaragd,,Wachau,Austria,64.0,96.0,Anne Krebiehl MW,@AnneInVino,"Mandarin peel flirts with the aromatic zest of Seville orange. The concentration of flavor is immense and has the verve, drive and linearity of a jet-engine on on takeoff. The palate slows down the motion and captures the nuanced flavors of Seville orange—tinged green, bitter, juicy and tart at the same time. This will not reach its finish line for years but will provide racy enjoyment all the way. Drink 2018–2030.","Wachau, Austria",15.3782361,48.2624941
1051,F X Pichler 2012 Dürnsteiner Kellerberg Smaragd Riesling (Wachau),Riesling,F X Pichler,Dürnsteiner Kellerberg Smaragd,,Wachau,Austria,89.0,96.0,Roger Voss,@vossroger,"This is always a major wine, and this vintage is no exception. It is spectacularly ripe, spicy, concentrated and fruity. The yellow fruits, tangy citrus and mineral structure all contribute to an intense complexity. Age this wine for many years and don't drink before 2017.","Wachau, Austria",15.3782361,48.2624941
1052,Franz Hirtzberger 2013 Singerriedl Smaragd Riesling (Wachau),Riesling,Franz Hirtzberger,Singerriedl Smaragd,,Wachau,Austria,99.0,96.0,Anne Krebiehl MW,@AnneInVino,"A zesty nose promises refreshment and poise. The palate not only keeps this promise but tops it. Orange, mandarin and lemon frame riper peach and Mirabelle plum explode like a firework of fruit on the palate. This is fruit-framed, citrus-focused joy, combining immense concentration with immense elegance. There is a long and exciting life ahead of this.","Wachau, Austria",15.3782361,48.2624941
1053,Anton Bauer 2012 Reserve Limited Edition Pinot Noir (Wagram),Pinot Noir,Anton Bauer,Reserve Limited Edition,,Wagram,Austria,50.0,96.0,Anne Krebiehl MW,@AnneInVino,"Earthiness, undergrowth and juicy wild strawberries tinged with wet oak leaf dominate the nose and palate of this exemplary wine. It is exquisitely silky and profound on the palate, with fleeting, gossamer tannins. With time, ripe red-cherry notions appear. The finish is complex and nuanced, with lovely earth, spice and fruit sensations.","Wagram, Austria",14.2311332,48.2432231
1054,Anton Bauer 2014 Reserve Limited Edition Pinot Noir (Wagram),Pinot Noir,Anton Bauer,Reserve Limited Edition,,Wagram,Austria,55.0,95.0,Anne Krebiehl MW,@AnneInVino,"The most gentle strawberry fruit appears unobtrusively on the nose. The palate reveals incredibly pure and honest wild strawberry fruit. The palate is slender but totally concentrated—there is depth to the wine and something ethereal and utterly seductive. This is not about power but about arresting allure. The true nature of Pinot Noir has been captured here, without force, without guile. This is honest and all the more disarming for that.","Wagram, Austria",14.2311332,48.2432231
1055,Anton Bauer 2013 Reserve Pinot Noir (Wagram),Pinot Noir,Anton Bauer,Reserve,,Wagram,Austria,50.0,94.0,Anne Krebiehl MW,@AnneInVino,"Smoky oak frames red and black cherry and offers hints of intense fruitiness, almost of Kirsch. There's an undertow of wet earth and leaves, of finely ground white pepper, presented with pliable, velvety softness. Yet there is freshness and precision and the well-fused harmoniousness of all these elements that makes Pinot such a compelling, haunting proposition.","Wagram, Austria",14.2311332,48.2432231
1056,Bernhard Ott 2013 Stein Grüner Veltliner (Wagram-Donauland),Grüner Veltliner,Bernhard Ott,Stein,,Wagram-Donauland,Austria,62.0,93.0,Anne Krebiehl MW,@AnneInVino,"Freshly sliced yellow plum, ripe yellow pear and creamy hints of aloe vera make for an inviting nose and a very mellow, soft palate with that delicious edge of finely ground white pepper. Quintessential Grüner with verve and concentration.","Wagram-Donauland, Austria",15.7783,48.43546
1057,Anton Bauer 2011 Reserve Red (Wagram-Donauland),Red Blend,Anton Bauer,Reserve,,Wagram-Donauland,Austria,30.0,93.0,Anne Krebiehl MW,@AnneInVino,"The poised, clean and lifted wild black-cherry fruit mixed with notions of cocoa forms the aromatic theme. A very elegant wine, with medium body and alluring depth, it's currently tight and held firmly by structured, ripe tannins, while the acidity is bright and refreshing. With its youthful primary fruit, this is charming, but even a year or two will make this more pretty than it is right now.","Wagram-Donauland, Austria",15.7783,48.43546
1058,Leth 2013 Scheiben Roter Veltliner (Wagram-Donauland),Roter Veltliner,Leth,Scheiben,,Wagram-Donauland,Austria,45.0,92.0,Anne Krebiehl MW,@AnneInVino,"Grassy hints mingle with riper yellow pear notions. The palate turns out to be tenderly pear-fruited, with a core of warm ripeness and a slender, soft footprint of pear fruit salad. Incredibly elegant and fine-boned, notwithstanding its definition.","Wagram-Donauland, Austria",15.7783,48.43546
1059,Man O' War 2008 Dreadnought Syrah (Waiheke Island),Syrah,Man O' War,Dreadnought,,Waiheke Island,New Zealand,35.0,93.0,Joe Czerwinski,@JoeCz,"Representing a new level of quality for Waiheke Syrah, this wine boasts captivating aromas of peppered meat, violets and cassis. It's full bodied without being heavy, and the flavors seamlessly blend fruity with savory for a thrilling ride. Finishes long, with firm tannins and a hint of espresso. Drink now¬–2018.","Waiheke Island, New Zealand",175.08838633700123,-36.79310825
1060,Man O' War 2010 Valhalla Chardonnay (Waiheke Island),Chardonnay,Man O' War,Valhalla,,Waiheke Island,New Zealand,35.0,92.0,Joe Czerwinski,@JoeCz,"This impressive operation covers much of eastern Waiheke, although only a small portion of the property is planted to vines. The 2010 vintage was especially good on the island, and this wine is crammed with ripe, peachy fruit, framed by smoky oak and roasted nuts. Despite being weighty and round in the mouth, it finishes well, on a lingering citrusy note. Drink it over the next couple of years.","Waiheke Island, New Zealand",175.08838633700123,-36.79310825
1061,Man O' War 2009 Ironclad Red (Waiheke Island),Bordeaux-style Red Blend,Man O' War,Ironclad,,Waiheke Island,New Zealand,45.0,92.0,Joe Czerwinski,@JoeCz,"This powerful, intense Bordeaux-style blend includes (in decreasing amounts) Cabernet Franc, Merlot, Malbec, Petit Verdot and Cabernet Sauvignon. The wine is richly textured, and it offers ripe boysenberry and cassis fruit, layered with supple tannins and smoky oak. Approachable now, but it will probably be better in five years, and it could still be going strong in 10 years.","Waiheke Island, New Zealand",175.08838633700123,-36.79310825
1062,Pegasus Bay 2012 Pinot Noir (Waipara Valley),Pinot Noir,Pegasus Bay,,,Waipara Valley,New Zealand,41.0,93.0,Joe Czerwinski,@JoeCz,"Peg Bay is the flagship winery of Waipara, yet the wines remain realistically priced. Plum, cola and cherry notes are accompanied by strongly umami sensations akin to mushroom and roasted beef, giving this wine ample complexity. While the wine is concentrated, it has an airy, graceful feel to it. Drink 2016–2024.","Waipara Valley, New Zealand",172.782943,-43.043993
1063,Pegasus Bay 2009 Pinot Noir (Waipara Valley),Pinot Noir,Pegasus Bay,,,Waipara Valley,New Zealand,40.0,91.0,Joe Czerwinski,@JoeCz,"Smoky aromas of hickory-laced dark fruit lead the way, easily sliding into boysenberry and bacon notes on the palate. The flavors are meaty and savory, not simply fruity, while the texture is lush. One of the best examples of Peg Bay Pinot Noir in memory, it finishes long, framed by supple tannins. Drink now–2020.","Waipara Valley, New Zealand",172.782943,-43.043993
1064,Pegasus Bay 2006 Prima Donna Pinot Noir (Waipara Valley),Pinot Noir,Pegasus Bay,Prima Donna,,Waipara Valley,New Zealand,75.0,91.0,Joe Czerwinski,@JoeCz,"Still youthful, showing hints of toast and vanilla on the nose, this full-bodied yet elegant offering features flavors of tart cherries balanced by brown sugar. Give this velvety-textured Pinot Noir another year or two to settle down and integrate, then drink it over the next 4–6 years.","Waipara Valley, New Zealand",172.782943,-43.043993
1065,Mountford 2007 Estate Chardonnay (Waipara),Chardonnay,Mountford,Estate,,Waipara,New Zealand,29.0,92.0,Joe Czerwinski,@JoeCz,"This has really evolved over the past 10 months since I tasted it at the winery, going from crisp and pineapple-y then to more honeyed and tropical now, with opulent layers of peach and mango that coat the mouth on the long finish. Drink now.","Waipara, New Zealand",172.7602403,-43.058482
1066,Pegasus Bay 1998 Maestro Cabernet Sauvignon-Merlot (Waipara),Cabernet Sauvignon-Merlot,Pegasus Bay,Maestro,,Waipara,New Zealand,52.0,92.0,Joe Czerwinski,@JoeCz,"This blend of 50% Merlot, 45% Cabernet Sauvignon and 5% Cabernet Franc is ambitiously priced, but the quality is in the bottle. Next time you need a ringer for a right-bank Bordeaux tasting, here's a perfect candidate. Dried spices and a smooth, rich texture are the only hallmarks left from two years of barrel aging—the mocha and black cherry fruit is rich and luscious, developing tobacco nuances on the moderately tannic finish. Drink now and over the next 10 years.","Waipara, New Zealand",172.7602403,-43.058482
1067,Pegasus Bay 2000 Chardonnay (Waipara),Chardonnay,Pegasus Bay,,,Waipara,New Zealand,30.0,91.0,Joe Czerwinski,@JoeCz,"Full of butter notes, along with toasted oatmeal and Brazil nuts, this rich, oily Chard is all about New World power, yet allied to an Old World sense of balance. Honey and tropical-fruit flavors play out on the palate; toast and tangerines extend through the finish.","Waipara, New Zealand",172.7602403,-43.058482
1068,Schubert 2004 Block B Pinot Noir (Wairarapa),Pinot Noir,Schubert,Block B,,Wairarapa,New Zealand,50.0,91.0,Joe Czerwinski,@JoeCz,"The aromas feature a subtle interplay between roses, red fruit and earthier elements, with the flavors following along in a similar vein. But where this wine excels is in its texture—supremely silky—and finish, which shows excellent persistence. A complex and elegant expression of North Island Pinot Noir.","Wairarapa, New Zealand",175.7098432,-40.8812775
1069,Urlar 2012 Pinot Noir (Wairarapa),Pinot Noir,Urlar,,,Wairarapa,New Zealand,25.0,89.0,Joe Czerwinski,@JoeCz,"This is plummy, spicy and complex, with hints of cracked pepper, clove and cinnamon mingling with fresh mushroom, thyme and mint. The wine is a bit chunky in feel, but finishes with supple tannins and reasonably soft acids, making it approachable now.","Wairarapa, New Zealand",175.7098432,-40.8812775
1070,Urlar 2012 Pinot Noir (Wairarapa),Pinot Noir,Urlar,,,Wairarapa,New Zealand,25.0,89.0,Joe Czerwinski,@JoeCz,"This is plummy, spicy and complex, with hints of cracked pepper, clove and cinnamon mingling with fresh mushroom, thyme and mint. The wine is a bit chunky in feel, but finishes with supple tannins and reasonably soft acids, making it approachable now.","Wairarapa, New Zealand",175.7098432,-40.8812775
1071,Villa Maria 2009 Reserve Sauvignon Blanc (Wairau Valley),Sauvignon Blanc,Villa Maria,Reserve,,Wairau Valley,New Zealand,30.0,92.0,Joe Czerwinski,@JoeCz,"A big and bold Sauvignon Blanc, packed with flavors of mango, nectarine and fresh herbs that come together beautifully on the nose and palate. Long on the finish. Drink now through mid-2011.","Wairau Valley, New Zealand",173.5314071,-41.5635411
1072,Wither Hills 2013 Sauvignon Blanc (Wairau Valley),Sauvignon Blanc,Wither Hills,,,Wairau Valley,New Zealand,14.0,90.0,Joe Czerwinski,@JoeCz,"For the price, this is remarkably concentrated, with ample weight and intense flavors. It's more subdued on the nose, offering just hints of stuck flint and grapefruit, but the citrusy flavors surge forward, culminating in a long, grapefruity finish.","Wairau Valley, New Zealand",173.5314071,-41.5635411
1073,Villa Maria 2007 Reserve Sauvignon Blanc (Wairau Valley),Sauvignon Blanc,Villa Maria,Reserve,,Wairau Valley,New Zealand,30.0,89.0,Joe Czerwinski,@JoeCz,"This is a big, broad-shouldered Sauvignon Blanc, slightly oily in texture, with pungent scents of crushed tomato leaf and plenty of gooseberry fruit. The high alcohol, moderate acidity and richly concentrated fruit give the impression of sweetness on the long finish.","Wairau Valley, New Zealand",173.5314071,-41.5635411
1074,Ostler 2011 Caroline's Pinot Noir (Waitaki Valley),Pinot Noir,Ostler,Caroline's,,Waitaki Valley,New Zealand,55.0,89.0,Joe Czerwinski,@JoeCz,"Waitaki Valley is an increasingly popular region for Pinot Noir, although the number of producers is quite small. This is a pale, delicate rendering of Pinot Noir, with floral and beetroot notes, silky tannins and a long, mushroomy finish.","Waitaki Valley, New Zealand",174.642961,-36.890537
1075,Hamilton Russell 2000 Chardonnay (Walker Bay),Chardonnay,Hamilton Russell,,,Walker Bay,South Africa,22.0,92.0,Roger Voss,@vossroger,"Produced from the cool vineyards at the southern tip of Africa, Hamilton Russell's Chardonnays are world-class wines, fine examples of French winemaking in a South African context. This 2000 is one of the estate's finest to date, a melange of lemon and nuts, mingled with smoky wood flavors, with a layer of acidity and structure that give it great aging ability.","Walker Bay, South Africa",22.9680556,-34.0888889
1076,Bouchard Finlayson 2010 Missionvale Chardonnay (Walker Bay),Chardonnay,Bouchard Finlayson,Missionvale,,Walker Bay,South Africa,30.0,90.0,Lauren Buzzeo,@laurbuzz,"Aromas of wood-grilled peach, baked apple and sweet orange oil waft from the glass, all laced with threads of toasted oak and baking spice. The ample acidity keeps the palate lively and the finish fresh, although the woody accents dominate the close once the ripe fruit flavors subside.","Walker Bay, South Africa",22.9680556,-34.0888889
1077,Hamilton Russell 2006 Pinot Noir (Walker Bay),Pinot Noir,Hamilton Russell,,,Walker Bay,South Africa,36.0,89.0,Susan Kostrzewa,@suskostrzewa,"Hamilton Russell continues to lead the pack in producing consistent, elegant wines. Though pretty, the wine has a South African edge, but it adds character to the soft spice and red and black cherry flavors. Minerality and acidity add balance. Overall, a classic, collectible Pinot.","Walker Bay, South Africa",22.9680556,-34.0888889
1078,Cayuse 2008 Bionic Frog Syrah (Walla Walla Valley (WA)),Syrah,Cayuse,Bionic Frog,Walla Walla Valley (WA),Washington,United States,80.0,100.0,Paul Gregutt,@paulgwine ,"Initially a rather subdued Frog; as if it has been tamed down. Then, suddenly, There's a plush core of blackberry fruit, and the classic Cayuse funkiness is there, drenched in liquid rocks and cured meat and drying tannins. It's all in proportion and a fine reflection of the steely vintage. As it opens gracefully you discover that it is a stunningly refined Frog, quite possibly the best ever; powerful and distinctive, but also elegant, feminine.","Washington, United States",-77.0365427,38.8950368
1079,Charles Smith 2006 Royal City Syrah (Columbia Valley (WA)),Syrah,Charles Smith,Royal City,Columbia Valley (WA),Washington,United States,80.0,100.0,Paul Gregutt,@paulgwine ,"In 2005 Charles Smith introduced three high-end Syrahs. In 2006 Smith has made a wine better than each of these, by combining them into a single wine—Royal City Syrah. Rich scents of purple fruit, smoked meat, cedar, lead pencil, moist earth and so on proclaim a wine with genuine gravitas. There is nothing missing, from the first sniff to the last sip, the wine delivers on all levels. Complex, beautifully balanced, powerful and detailed.","Washington, United States",-77.0365427,38.8950368
1080,Quilceda Creek 2008 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek,,Columbia Valley (WA),Washington,United States,125.0,99.0,Paul Gregutt,@paulgwine ,"The flagship wine from Quilceda Creek offers exotic scents of plum, cassis, loam, coffee and pine sap, a rich and evocative blend. The wine delivers all that is promised and more; it is deep and dense with flavor, polished, focused and persistent. Vanilla, espresso, fine tannins, luscious acids and cascading fruits.","Washington, United States",-77.0365427,38.8950368
1081,Ken Wright 2009 73% Washington/27% Oregon Chardonnay (Washington-Oregon),Chardonnay,Ken Wright,73% Washington/27% Oregon,,Washington-Oregon,United States,30.0,90.0,Paul Gregutt,@paulgwine ,"In this cool vintage the Celilo vineyard was not able to supply enough fruit for a single vineyard Chardonnay, so the blend includes grapes from Del Rio in southern Oregon. It's a fine mix, spicy and sharp, loaded with citrus and semi-tropical fruit. Bright acidity, hints of toast, and a lick of lime all combine to make a delicious and lingering finish.","Washington-Oregon, United States",-123.0587907,45.5601883
1082,J. Scott Cellars 2011 Roussanne (Washington-Oregon),Roussanne,J. Scott Cellars,,,Washington-Oregon,United States,18.0,89.0,Paul Gregutt,@paulgwine ,"Using grapes from both sides of the Columbia, winemaker Jonathan Oberlander has crafted a flavorful and beautifully balanced wine that mingles quince, lime, citrus rind and a hint of herb. All stainless and no malolactic fermentation—just pure fruit and clean acids.","Washington-Oregon, United States",-123.0587907,45.5601883
1083,J. Scott Cellars 2012 56% Washington/44% Oregon Sauvignon Blanc (Washington-Oregon),Sauvignon Blanc,J. Scott Cellars,56% Washington/44% Oregon,,Washington-Oregon,United States,17.0,88.0,Paul Gregutt,@paulgwine ,"A blend of grapes from Washington and Oregon, this includes 25% Semillon also. As you might suspect, it's an unusual wine, opening soft and spicy, with a lightly honeyed character. Fruit flavors emphasize lemon curd and key lime, and there's a refreshing ginger ale flavor running through the fruit core.","Washington-Oregon, United States",-123.0587907,45.5601883
1084,Weszeli 2016 Besse Fleur Riesling (Weinland Österreich),Riesling,Weszeli,Besse Fleur,,Weinland Österreich,Austria,36.0,92.0,Anne Krebiehl MW,@AnneInVino,"The bright, tart flesh of early-season apples tingles enticingly on the nose. The palate follows with tart sweetness, mimicking the sweet but refreshing crunch of a ripe but tart apple. The body is delicate, with a balance that teeters between sweet and tart. Totally refreshing, it finishes with lasting echoes of apple.","Weinland Österreich, Austria",16.59889541379289,48.5504433
1085,Juris 2011 Tricata Red (Weinland Österreich),Austrian Red Blend,Juris,Tricata,,Weinland Österreich,Austria,89.0,90.0,Anne Krebiehl MW,@AnneInVino,"Inky, floral depth with the spice of French oak leads to a fullish but toned body full of dark elderberry and plum fruits. There's a dark, brooding subtext despite the obviously mellowing oak flavors and a core of spice that will fulfil its promise with some further time in bottle. The concentrated power here comes from partially dried grapes. The tannins are pliable and supple. Enjoy as of 2016.","Weinland Österreich, Austria",16.59889541379289,48.5504433
1086,Markus Huber 2016 Zweigelt Rosé (Weinland Österreich),Rosé,Markus Huber,Zweigelt,,Weinland Österreich,Austria,18.0,90.0,Anne Krebiehl MW,@AnneInVino,An appetizing touch of red currant and cranberry plays on the nose of this vividly colored rosé. The palate is fruit-forward with subtle shades of berry and citrus. The finish is refreshing and berry-laden.,"Weinland Österreich, Austria",16.59889541379289,48.5504433
1087,R&A; Pfaffl 2014 Hommage Reserve Grüner Veltliner (Weinviertel),Grüner Veltliner,R&A; Pfaffl,Hommage Reserve,,Weinviertel,Austria,19.0,93.0,Anne Krebiehl MW,@AnneInVino,"An incredibly peachy, fragrant nose is utterly appetising and inviting with oaky softness. The palate shows the same mild, fruit-forward flavor. While the fruit is plump, the wine itself is sprightly and fresh, on very light feet with a wonderfully soft and fresh texture. Right now, the peachy aroma shines.","Weinviertel, Austria",16.514059,48.382598
1088,Gruber Röschitz 2013 Mühlberg Reserve Grüner Veltliner (Weinviertel),Grüner Veltliner,Gruber Röschitz,Mühlberg Reserve,,Weinviertel,Austria,30.0,93.0,Anne Krebiehl MW,@AnneInVino,Lusciously ripe notes of apricot and honeydew melon demand attention. The palate is more toned down but has dimensions of peppery arugula and lovage leaves. The finish is long and savory with a citrus kick.,"Weinviertel, Austria",16.514059,48.382598
1089,Gruber Röschitz 2012 Hundspoint Grüner Veltliner (Weinviertel),Grüner Veltliner,Gruber Röschitz,Hundspoint,,Weinviertel,Austria,17.0,93.0,Anne Krebiehl MW,@AnneInVino,"Grapefruit zest dominates this wine right now, but ripe honeydew melon also is shining though. As the wine opens up, it also reveals peppery, tangy spice and a refreshingly clean finish.","Weinviertel, Austria",16.514059,48.382598
1090,Diemersfontein 2006 Reserve Pinotage (Wellington),Pinotage,Diemersfontein,Reserve,,Wellington,South Africa,25.0,91.0,Lauren Buzzeo,@laurbuzz,"A beautiful Pinotage with superb expression and balance. Intriguing aromas of spicy cured meat, pepper, raw vanilla bean and mulled boysenberry abound, while the lush mouth offers concentrated dark fruit flavors of plum preserves and berry pie filling. Enjoyable now thanks to a creamy texture and silk tannins, though this wine also shows the potential to cellar for another 3–5 years.","Wellington, South Africa",19.010556,-33.643055
1091,Diemersfontein 2008 Pinotage (Wellington),Pinotage,Diemersfontein,,,Wellington,South Africa,20.0,91.0,Lauren Buzzeo,@laurbuzz,"The label reads “The Original coffee/chocolate Pinotage” and boy are they right! This is pure decadent bliss with intense aromas of crème de cacao, raspberry chocolate sauce and coffee granules along with hints of hickory bacon and tobacco. The mouth is huge, ripe and full, with a balanced structure and gorgeous flavors of juicy mashed black raspberries, plum flesh, sweet smoked meat and mocha that leads strongly throughout the lengthy finish. With 500 cases imported, this is a Pinotage worth searching out and trying.","Wellington, South Africa",19.010556,-33.643055
1092,Nabygelegen 2009 Scaramanga Red (Wellington),Red Blend,Nabygelegen,Scaramanga,,Wellington,South Africa,28.0,91.0,Lauren Buzzeo,@laurbuzz,"An interesting blend of Cab Sauv, Merlot, Malbec and Tempranillo, this red boasts a beautiful array of aromas and flavors: cassis, eucalyptus, blackberry, fig, tobacco and cinnamon. With a velvety texture and medium tannins, there's a good grip to the long finish laced with accents of leather and black tea leaves.","Wellington, South Africa",19.010556,-33.643055
